id	title	publisher	perspective	domains	kind	languages	license	license_url	homepage	update	access	converter	options	scheme	integrate	iri_prefixes	curie_prefixes	wikidata_property	size	recommend	reviewer	verified	notes
lcgft	Library of Congress Genre/Form Terms (LCGFT), SKOS/RDF bulk export (N-Triples)	Library of Congress (id.loc.gov Linked Data Service)	US Library of Congress (national library, USA; Anglo-American cataloguing tradition)	acat/arts acat/language acat/past acat/belief acat/everyday	thesaurus	1	Public domain: 'The Library of Congress has prepared this linked data system and is making it available as a public domain data set'	https://id.loc.gov/about/	https://id.loc.gov/authorities/genreForms.html	Regenerated regularly; this file dct:issued 2026-09-22, dct:modified 2026-09-23 (per the .json info file)	open	rdf	{}	lcgft	full	http://id.loc.gov/authorities/genreForms/		P244|{rest}|^gf	762947	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. 2,685 skos:Concept (downloaded and counted): skos:prefLabel/altLabel @en (+ skos-xl altLabel nodes), skos:broader/narrower (poly-hierarchy), skos:note, skos:historyNote, rdfs:seeAlso; record comments '# BEGIN/# END' as in LCSH. Genre/form = what a work IS (e.g. oral histories, folk tales, sacred texts) rather than what it is about: a separate facet from topical LCSH. No external mappings in the file (see externallinks.nt.zip in the lcsh row). Fixity caveat: the SHA-1 in the .json info file is computed over the DECOMPRESSED .nt, not the .gz it is attached to (checked on the LCGFT and Children's files today); for single-part uploads the S3 ETag equals the MD5 of the .gz. Related LC vocabularies on the same page: LC Demographic Group Terms (demographicTerms.skosrdf.nt.gz, 675,456 bytes) and Medium of Performance (LCMPT).
lc-childrens-subjects	Library of Congress Children's Subject Headings (CYAC), SKOS/RDF bulk export (N-Triples)	Library of Congress (id.loc.gov Linked Data Service)	US Library of Congress, Children's and Young Adults' Cataloging Program (USA)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	subject-headings	1	Public domain: 'The Library of Congress has prepared this linked data system and is making it available as a public domain data set'	https://id.loc.gov/about/	https://id.loc.gov/authorities/childrensSubjects.html	Regenerated regularly; this file dct:issued 2026-09-22, dct:modified 2026-09-23 (per the .json info file)	open	rdf	{}	lc-childrens	full	http://id.loc.gov/authorities/childrensSubjects/			3970866	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. 20,929 resources typed skos:Concept, of which 13,192 carry skos:inScheme childrensSubjects (the others are referenced main-LCSH concepts); skos:prefLabel/altLabel @en (+ skos-xl), skos:broader/narrower/related, skos:editorialNote/note. Plain-language adjustments of LCSH for juvenile material: useful as extra English alt labels, low unique coverage, hence 'no'. Fixity caveat: the SHA-1 in the .json info file is computed over the DECOMPRESSED .nt, not the .gz it is attached to (checked on the LCGFT and Children's files today); for single-part uploads the S3 ETag equals the MD5 of the .gz.
fast-topical	FAST (Faceted Application of Subject Terminology), Topical facet, N-Triples	OCLC Research	OCLC (library cooperative, Dublin, Ohio, USA); a faceted simplification of LCSH	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	subject-headings	1	Open Data Commons Attribution License (ODC-By); required attribution line given on the download page	https://www.oclc.org/research/areas/data-science/fast/download.html	https://www.oclc.org/research/areas/data-science/fast.html	Irregular; the page states 'FAST was last updated on 10 October 2024'	blocked	rdf	{}	fast-topical						no	claude (AI agent, session 2026-09-25)	403 2026-09-25 (Cloudflare 'Attention Required' challenge on HEAD and on GET-range; the download page itself answered 200)	Cloudflare refuses scripted downloads (403). Research: b-libraries-thesauri.tsv. The download page lists 'RDF (Linked Data Format N-Triples)' zips per facet: Topical (.zip: 46MB), Geographic (28MB), FormGenre (343k), Chronological (48k), Event (2MB), Meeting, Corporate Names, Personal Names, Uniform Titles, and All Files (266MB); the same split exists as MARC XML and ISO MARC. bytes is empty because no probe got through; the publisher's listing says ~46 MB. File contents could not be inspected from this container: check predicates (labels, broader/related, links back to the LCSH source headings) on first download. 'no' because FAST is derived from LCSH (little unique coverage), was last updated Oct 2024, and is blocked here; FAST Geographic could still serve as a 'where' facet.
gnd-subjects	GND (Gemeinsame Normdatei), subject terms (Sachbegriffe) subset, RDF Turtle	Deutsche Nationalbibliothek (DNB)	Deutsche Nationalbibliothek with the German-language library networks (Germany, Austria, Switzerland)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	subject-headings	1	CC0 1.0: 'Metadata is provided under Creative Commons Zero (CC0 1.0) terms, unless otherwise stated'; every record carries dcterms:license CC0	https://data.dnb.de/opendata/	https://www.dnb.de/gnd	Periodic full dumps; current 'Stand 17.02.2026', posted 2026-03-02	open	rdf	{"broader_predicates": ["https://d-nb.info/standards/elementset/gnd#broaderTermGeneral", "https://d-nb.info/standards/elementset/gnd#broaderTermGeneric", "https://d-nb.info/standards/elementset/gnd#broaderTermPartitive", "https://d-nb.info/standards/elementset/gnd#broaderTermInstantial"], "default_lang": "de", "label_predicates": {"https://d-nb.info/standards/elementset/gnd#preferredNameForTheSubjectHeading": "pref", "https://d-nb.info/standards/elementset/gnd#variantNameForTheSubjectHeading": "alt"}, "note_predicates": ["https://d-nb.info/standards/elementset/gnd#definition"], "related_predicates": ["https://d-nb.info/standards/elementset/gnd#relatedTerm"], "term_if_predicate": ["https://d-nb.info/standards/elementset/gnd#preferredNameForTheSubjectHeading"]}	gnd	attach	https://d-nb.info/gnd/		P227	24119388	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Stable link = dated file authorities-gnd-sachbegriff_lds_20260217.ttl.gz; its SHA-256 fa220da1be0f0582... is listed under the dated name in 001_Pruefsumme_Checksum.txt and matched my download. 207,505 records. Also offered as RDF/XML (.rdf.gz, 24,436,065 bytes) and JSON-LD; the whole GND only as 2.4 GB N-Triples/HDT. Vocabulary is GNDO, not SKOS: label gndo:preferredNameForTheSubjectHeading, variants gndo:variantNameForTheSubjectHeading (untagged literals, mostly German), hierarchy gndo:broaderTermGeneral/broaderTermGeneric/broaderTermPartitive/broaderTermInstantial, gndo:relatedTerm, notes gndo:definition and gndo:usingInstructions, gndo:gndSubjectCategory (GND-Systematik, d-nb.info/standards/vocab/gnd/gnd-sc#...), gndo:relatedDdcWithDegreeOfDeterminacyN (dewey.info classes); record metadata on <.../about> nodes. Mappings: skos:closeMatch/exactMatch/broadMatch/relatedMatch to LCSH, RAMEAU (data.bnf.fr), BNE (datos.bne.es), STW (zbw.eu), TheSoz (old lod.gesis.org URIs), AGROVOC, MeSH, Getty, BNCF; owl:sameAs to Wikidata. Text is UTF-8 DECOMPOSED (NFD) per DNB: normalise to NFC. Target URIs mix http and https (e.g. https://id.loc.gov/... here, http://id.loc.gov/... in LCSH): normalise before joining. The same directory has CC BY 4.0 MACS mapping files (GND-LCSH-RAMEAU, 5,319,179 bytes NT; also GND-MeSH, GND-AGROVOC, GND-EMBNE, GND-Nuovo soggettario).
rameau	RAMEAU (Répertoire d'autorité-matière encyclopédique et alphabétique unifié), data.bnf.fr SKOS dump	Bibliothèque nationale de France (data.bnf.fr)	Bibliothèque nationale de France (national library, France; francophone library network)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	subject-headings	1	Licence Ouverte / Open Licence (Etalab) for data.bnf.fr RDF: free reuse keeping the source 'Bibliothèque nationale de France' and the retrieval date	https://www.bnf.fr/fr/conditions-de-reutilisations-des-donnees-de-la-bnf	https://api.bnf.fr/fr/dumps-de-databnffr	Dumps refreshed periodically (files on the share dated 2026-05-28)	form	rdf	{}	rameau					58978443	later	claude (AI agent, session 2026-09-25)	GET 200 2026-09-25 (share page; file via JSF POST then GET /link/godrivedownload: 200 with Content-Length 58978443, stopped after 256 KB)	downloadable only through a form on the BnF file share. Research: b-libraries-thesauri.tsv. No stable direct file URL: the url is the BnF file-share listing (linked from api.bnf.fr 'Accès aux dumps'). To download: GET the share page with a cookie jar; POST form 'fileList' (fileList_SUBMIT=1, javax.faces.ViewState from the page, and the file's command-link id, e.g. fileTable:55:j_id_2f for databnf_rameau_nosubjects_nt.tar.gz; match by file name, ids can shift) to https://pef.bnf.fr/webclient/godrive/PublicGoDrive.xhtml; the 302 leads to https://pef.bnf.fr/link/godrivedownload, which streams the file. The tar holds 200 N-Triples parts databnf_rameau_nosubjects__skos_000001.nt ... Variants: databnf_rameau_nt.tar.gz (132,511,753 bytes; the difference from 'nosubjects' is not documented on the pages read), RDF/XML (50.24 MB) and N3. SKOS: skos:prefLabel/altLabel (@fr), skos:broader/narrower/related, skos:scopeNote/editorialNote/note, bnf-onto:domaine (RAMEAU domain codes), owl:sameAs (ark URIs), rdfs:seeAlso, foaf:page; mappings skos:closeMatch/exactMatch/relatedMatch to Dewey (dewey.info), LCSH, GND, BNE, BNCF, AGROVOC, MeSH, Wikidata, DBpedia-fr. Parts also contain non-concept triples (virtual exhibitions with foaf:depiction, dcterms:subject) to skip. More alignments: databnf_externalrefs_nt.tar.gz (117.97 MB). LICENCE.txt on the share (Latin-1) states the RDF 'licence ouverte'.
ndlsh	NDLSH, National Diet Library Subject Headings (Web NDL Authorities), RDF/XML bulk file	National Diet Library (Japan)	National Diet Library (national library, Japan)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	subject-headings	2	Web NDL Authorities terms of use: 'may be reused either for profit or for non-profit activities without prior application'; indicate that the data was obtained from Web NDL Authorities; NDL holds the copyright	https://id.ndl.go.jp/information/use_en/	https://id.ndl.go.jp/information/download_en/	Daily: 'additions, corrections, and deletions are automatically updated daily' (file Last-Modified 2026-09-25)	open	rdf	{"members": "*.rdf"}	ndlsh	full	http://id.ndl.go.jp/auth/ndlsh/ https://id.ndl.go.jp/auth/ndlsh/		P349	4213477	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Zip holds ndlsh-rdf-1.rdf ... ndlsh-rdf-5.rdf (38.9 MB). Scope: topical terms, some proper-name subjects and subdivisions (no personal or corporate names). SKOS-XL: skos:Concept with xl:prefLabel/xl:altLabel -> rdf:Description nodes holding xl:literalForm (untagged Japanese) and ndl:transcription @ja-Kana and @ja-Latn readings; English variants appear as untagged xl:altLabel literal forms; rdfs:label repeats the heading. skos:broader/narrower/related, skos:note, dct:source, skos:historyNote. Mappings: skos:closeMatch/exactMatch to LCSH (id.loc.gov/authorities/subjects), skos:relatedMatch to NDC9, NDC10 and NDLC classes (id.ndl.go.jp/class/...), owl:sameAs label-URI aliases. Tab-delimited twin ndlsh-tsv.zip (2,621,301 bytes; 18 columns incl. LCSH LCCN, NDC9, NDC10, NDLC, BSH4). NDLGFT genre/form terms are a separate TSV (not updated daily). NDL warns the authority data includes personal information.
ndc9-jla	NDC 9th edition (Nippon Decimal Classification), NDC-LD Turtle	Japan Library Association (JLA) Classification Committee, from joint research with the National Diet Library	Japan Library Association (Japan's standard library classification)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	classification	2	CC BY ('クリエイティブ・コモンズ・ライセンスのCC-BYで公開します'; licence version not stated)	https://www.jla.or.jp/committees/bunrui/ndc-data/	https://www.jla.or.jp/committees/bunrui/ndc-data/	Static: NDC 9th edition (ndc9.ttl dated 2019-02-22; zip re-posted 2025-06); the 10th edition data is not open	open	rdf	{"members": "*.ttl"}	ndc9	full	http://jla.or.jp/data/ndc9#			1082504	starter	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Zip holds ndc9.ttl (7.6 MB). 12,387 classes with skos:notation, skos:prefLabel @ja (12,385) and @en (only 1,723), rdfs:label with context; skos:broader/narrower, skos:related, skos:note; ndcv:indexedTerm blank nodes (relative-index terms: xl:literalForm + ndl:transcription katakana, ~9.7k); skos:relatedMatch to NDLSH (7,740, http://id.ndl.go.jp/auth/ndlsh/...); skos:Collection + ndcv:memberRange for number ranges; dct:isVersionOf http://jla.or.jp/data/ndc#<notation> (edition-independent). URIs http://jla.or.jp/data/ndc9#<notation>. JLA notes the data follows the machine-readable (MRDF) edition without its later corrections and leaves out auxiliary tables and unused items. ndc8.zip (NDC 8th ed.) is on the same page. A non-Western decimal classification whose top classes differ from DDC/UDC.
yso	YSO, General Finnish Ontology (Finto), SKOS RDF/XML	National Library of Finland (Finto)	National Library of Finland with SeCo and the Finnish Terminology Centre TSK (Finland; Finnish, Swedish and Northern Sámi)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	ontology	4	CC BY 4.0	https://finto.fi/yso/en/	https://finto.fi/yso/en/	Continuous; export regenerated (Last-Modified 2026-09-25)	open	rdf	{"lang_aliases": {"sme": "se"}}	yso	full	http://www.yso.fi/onto/yso/		P2347|p{rest}	58531320	yes	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Linked from https://finto.fi/yso/en/ as rest/v1/yso/data?format=application/rdf%2Bxml (302 to this file); Turtle twin yso-skos.ttl (26,149,449 bytes). skos:Concept with skos:prefLabel/altLabel/hiddenLabel in fi, sv, en and Northern Sámi (tagged both 'se' and 'sme': normalise), ysometa:singularPrefLabel/singularAltLabel; skos:broader/narrower/related; skos:scopeNote/definition/note; thematic groups as collections (skos:member); deprecated concepts with owl:deprecated, dct:isReplacedBy, ysometa:deprecatedBroader etc. Mappings: skos:closeMatch to Wikidata and LCSH, skos:exactMatch to YSA and Allärs (www.yso.fi). Place names live in the separate YSO places (yso-paikat) vocabulary.
koko	KOKO, Finnish core ontology collection (YSO + domain ontologies), SKOS RDF/XML	National Library of Finland (Finto)	National Library of Finland / FinnONTO consortium (Finland)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	ontology	4	CC BY 3.0	https://finto.fi/koko/en/	https://finto.fi/koko/en/	Periodic (last modified 2026-04-29)	open	rdf	{}	koko	attach	http://www.yso.fi/onto/koko/			75047066	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Linked from https://finto.fi/koko/en/ (rest/v1/koko/data, 302 to this file); Turtle twin koko-skos.ttl (37,254,591 bytes). Merges YSO with Finnish domain ontologies (AFO, JUHO, JUPO, KAUNO, KITO, KTO, LIIKO, MAO/TAO, OMA, SOTO, TERO, TSR, VALO): KOKO concepts (http://www.yso.fi/onto/koko/p...) with skos:exactMatch to the source-ontology concepts, skos:closeMatch to LCSH, labels fi/sv/en/se(+sme), many dct:isReplacedBy redirects for merged concepts. 'no' only because YSO (CC BY 4.0) covers the general layer; take KOKO when the Finnish domain ontologies are wanted (note CC BY 3.0).
udc-summary	UDC Summary (Universal Decimal Classification, ~2,600 classes)	UDC Consortium	UDC Consortium (The Hague, Netherlands; Otlet-La Fontaine documentation tradition)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	classification	57	CC BY-NC 4.0 'from 2026' (udcsummary.info); udcdata.info still shows the former CC BY-SA 3.0; the full UDC (MRF) needs a paid licence	https://udcsummary.info/about.htm	https://udcsummary.info/php/index.php	Summary being revised after UDC MRF12; linked data 'unavailable until this work is complete'	restricted	raw	{}	udc-summary						no	claude (AI agent, session 2026-09-25)	GET 200 2026-09-25 (landing page only; no dataset link)	CC BY-NC 4.0 from 2026 and its linked data is offline; the catalogue's ten UDC main-class captions predate this and need the owner's check. Research: b-libraries-thesauri.tsv. No bulk file today: udcdata.info says the UDC Summary linked data (SKOS since 2011) 'is unavailable until this work is complete'; the exports page says export files (text/Word, Excel bilingual, multilingual, XML) are 'available on demand' by e-mail to udcs@udcc.org stating the intended use. The licence changed: 'From 2026, the data provided in this Summary is released under the CC BY-NC 4.0 license' (redistribution under the same licence), so commercial reuse is now excluded. The UDC licences page: publishing or using the ~2,600 Summary classes needs no licence; the complete Master Reference File (70,000+ entries) does. languages=57: the translation statistics list 56 languages beside English; 38 have >=50% of the 2,664 captions and 29 >=90%. Revisit when the new UDC data service appears.
ddc-oclc	Dewey Decimal Classification (DDC), Dewey Linked Data at entities.oclc.org	OCLC, Inc.	OCLC (USA; Dewey tradition; proprietary)	acat/arts acat/belief acat/earth acat/everyday acat/health acat/language acat/life acat/matter acat/mind acat/past acat/society acat/technology acat/thought	classification	8	Not openly licensed: 'All copyright rights in the Dewey Decimal Classification system are owned by OCLC, Inc.'; use governed by the Dewey Linked Data Terms and Conditions	https://policies.oclc.org/en/terms/dewey-linked-data.html	https://www.oclc.org/en/dewey.html	Continuous (WebDewey)	restricted	raw	{}	ddc-oclc						no	claude (AI agent, session 2026-09-25)	GET 200 2026-09-25 (landing page; no bulk download exists)	OCLC's terms forbid storing material amounts; the ten DDC captions in seed/ need the owner's check. Research: b-libraries-thesauri.tsv. DDC is NOT openly licensed. A 'base set' of Dewey linked data is free to view (main classes with labels in English, German, Spanish, French, Italian, Dutch, Norwegian and Swedish on the landing page, hence 8); the full set and two APIs need WebDewey credentials. The terms allow using Dewey Linked Data and the APIs 'to search and access and/or create and curate data for Your local workflows such as discovery services or cataloging', and prohibit commercial use, 'scraping, retrieving, or indexing any portion ... through the use of any robot, spider ... or other automated device', and 'permanent or long-term storage ... in a database containing material amounts' of the data. Do not harvest. Open sources that cite DDC numbers: GND (gndo:relatedDdc...), RAMEAU (dewey.info links), AGROVOC (a DDC linkset) - their own terms apply. The repo already stores the ten DDC main-class captions; keep to such minimal quotation.
iconclass	Iconclass, iconographic classification system (data files snapshot)	Iconclass (Henri van de Waal Foundation); data maintained by Hans Brandhorst and Etienne Posthumus	Iconclass / Henri van de Waal Foundation (Leiden, Netherlands; Western art-historical iconography)	acat/arts acat/belief acat/past acat/everyday acat/society acat/life	classification	12	CC0 1.0 (LICENSE file of the iconclass/data repository; the Zenodo record says 'other-open')	https://raw.githubusercontent.com/iconclass/data/main/LICENSE	https://iconclass.org/	Zenodo snapshot 2022-09-13 (latest version of this DOI); the GitHub repository is updated continuously	open	raw	{}	iconclass					17547448	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	Research: b-libraries-thesauri.tsv. Zenodo archive of github.com/iconclass/data (folder iconclass-data-99f94ab; md5 3c9566ee8c2a15a8aa377df9f33c512b in the Zenodo record matched my download). Custom text format, not RDF: notations.txt = records separated by lines '$', fields 'N <notation>', 'C <child>' (more values on following lines starting '; '), also 'K' (keys) and 'R' fields; labels in txt/<lang>/txt_<lang>_<range>.txt as 'notation|label' lines for de, en, es, fi, fr, hu, it, jp (non-standard code for Japanese), nl, pl, pt, zh; keywords in kw/<lang>/ (9 languages); keys.txt defines the '(+..)' key sub-trees that expand ~40k base nodes to over a million; bracketed '(...)' notations are open name slots (e.g. 11H(...) male saints). Per-notation SKOS by URI (http://iconclass.org/<notation>.rdf or .jsonld) but no official full SKOS dump. For current data use https://github.com/iconclass/data (notations.txt 1,518,830 bytes verified via raw.githubusercontent.com; github.com archive endpoints were blocked by this session's policy). Strong Christian/Classical skew by design (European art) - useful exactly as a declared perspective.
getty-aat-explicit	Getty Art & Architecture Thesaurus (AAT), explicit N-Triples export	J. Paul Getty Trust, Getty Research Institute (Getty Vocabulary Program)	Getty Research Institute (Los Angeles, USA) with international contributors and translation partners	acat/arts acat/technology acat/everyday acat/past acat/belief	thesaurus	105	Open Data Commons Attribution License (ODC-By) 1.0	https://www.getty.edu/research-conservation/tools-databases/vocabularies/data-services/	https://vocab.getty.edu/	Stated 'full downloads of AAT, TGN, and ULAN in N-Triples refreshed monthly'; this file Last-Modified 2026-08-01	open	rdf	{"broader_predicates": ["http://vocab.getty.edu/ontology#broaderPreferred"], "members": "*.nt"}	aat	attach	http://vocab.getty.edu/aat/		P1014	140707071	later	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (http only; https on *downloads.getty.edu resets the connection)	the explicit export materializes no skos:broader: the converter reads gvp:broaderPreferred. Research: b-libraries-thesauri.tsv. Explicit (non-inferred) statements; 19 .nt files, ~2.79 GB unzipped (central directory read by range): AATOut_1Subjects.nt (types, skos:inScheme, gvp:parentString, gvp:displayOrder), AATOut_2Terms.nt (617 MB; skosxl:prefLabel/altLabel plus gvp:prefLabelGVP/prefLabelLoC -> term nodes carrying gvp:term, gvp:qualifier and skosxl:literalForm with the same @lang, per the Getty doc), AATOut_HierarchicalRels.nt (reified rdf:Statement with gvp:broaderPreferred/broaderNonPreferred: skos:broader and skos:prefLabel must be inferred per vocab.getty.edu/doc section 6.6, or use full.zip 251,953,169 bytes, which is stale: Last-Modified 2025-01-13), AATOut_AssociativeRels.nt, AATOut_ScopeNotes.nt (117 MB; gvp:ScopeNote nodes with rdf:value), AATOut_Notations.nt, AATOut_LCSHAlignment.nt, AATOut_WikidataAlignment.nt, AATOut_Lang_sameAs.nt, plus sources, contributors and a 1.2 GB revision history (skip). Load the GVP ontology http://vocab.getty.edu/ontology.rdf. languages=105 from Getty's LOD doc ('all languages used in AAT (about 105)'); a SPARQL count today found 112 tags / 82 base languages on prefLabels, ~15 with 100+ labels (en, nl, es, zh, fr, de, pt, it, la, ...).
getty-tgn-explicit	Getty Thesaurus of Geographic Names (TGN), explicit N-Triples export	J. Paul Getty Trust, Getty Research Institute (Getty Vocabulary Program)	Getty Research Institute (USA; art-historical view of places, incl. historical names)	acat/earth acat/past acat/society	gazetteer	220	Open Data Commons Attribution License (ODC-By) 1.0	https://www.getty.edu/research-conservation/tools-databases/vocabularies/data-services/	https://www.getty.edu/research/tools/vocabularies/tgn/index.html	Stated 'refreshed monthly'; explicit.zip Last-Modified 2026-01-04, full.zip 2025-01-19	open	raw	{}	getty-tgn-explicit					1154597178	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (http only; https resets)	Research: b-libraries-thesauri.tsv. Same source as row getty-tgn-explicit in c-places-languages-time.tsv (identical id and URL; keep one). 17 files, ~28.8 GB unzipped (zip64 central directory read by range): TGNOut_1Subjects, 2Terms, HierarchicalRels (reified gvp:broader*), Coordinates, PlaceTypes, PlaceMap, ScopeNotes, SemanticLinks, sources and revision history. languages=220 from Getty's doc (AAT ~105 plus TGN ~115 more); in a 50,000 altLabel SPARQL sample today 89% of names had no language tag and 155 base languages appeared. Far over 500 MB and the SPARQL endpoint refused full aggregate queries ('Service temporarily degraded').
getty-ulan-explicit	Getty Union List of Artist Names (ULAN), explicit N-Triples export	J. Paul Getty Trust, Getty Research Institute (Getty Vocabulary Program)	Getty Research Institute (USA; artists, architects, patrons and firms as seen by art-history cataloguing)	acat/arts acat/past	authority-file	58	Open Data Commons Attribution License (ODC-By) 1.0	https://www.getty.edu/research-conservation/tools-databases/vocabularies/data-services/	https://www.getty.edu/research/tools/vocabularies/ulan/index.html	Stated 'refreshed monthly'; explicit.zip Last-Modified 2026-01-04, full.zip (638,263,409 bytes) 2025-01-14	open	raw	{}	getty-ulan-explicit					395098466	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25 (http only; https resets)	Research: b-libraries-thesauri.tsv. 22 files, ~8.8 GB unzipped (central directory read by range): ULANOut_1Subjects, 2Terms, Biographies, AgentMap, AgentTypes, Nationality, Event, HierarchicalRels, AssociativeRels, ScopeNotes, LOCAlignment (to LC names), VIAFAlignment, WikidataAlignment, sources and revision history. People and corporate bodies, not a subject system: take it when the catalogue adds an agent layer (kind=person). languages=58 = base languages on prefLabels in a SPARQL count today (most labels carry no tag).
unesco-thesaurus	UNESCO Thesaurus (SKOS)	UNESCO	UNESCO (UN agency, Paris)	acat/society acat/thought acat/language acat/arts acat/belief acat/past acat/earth acat/life acat/matter acat/technology	thesaurus	5	CC BY-SA 3.0 IGO	https://vocabularies.unesco.org/en/about	https://vocabularies.unesco.org/en/	Continuously updated (newest dct:modified in the file 2026-08-27); previous versions on request	open	rdf	{}	unesco	full	http://vocabularies.unesco.org/thesaurus/		P3916	8850742	starter	claude (AI agent, session 2026-09-25)	GET-range 206 2026-09-25 (HEAD 200 without Content-Length; size from Content-Range)	Research: b-libraries-thesauri.tsv. Downloaded and profiled (8.9 MB): ~4.6k skos:Concept; skos:prefLabel/altLabel/hiddenLabel in ar, en, es, fr, ru (Arabic added 2020, Russian 2005); skos:broader/narrower/related; skos:scopeNote; micro-thesauri and 7 domains as collections (skos:member), skos:notation only on those; dct:created/modified. No external mappings inside (AGROVOC and others map to it). Turtle twin unesco-thesaurus.ttl. ShareAlike: label tables redistributed from the catalogue must stay CC BY-SA 3.0 IGO.
un-thesaurus	UN Thesaurus (UNBIS Thesaurus), dated RDF/XML export	United Nations, Dag Hammarskjöld Library	UN Dag Hammarskjöld Library (UN Secretariat, New York; the six official UN languages)	acat/society acat/earth acat/health acat/technology acat/arts acat/language acat/thought	thesaurus	6	'The UN Thesaurus may be accessed and used free of charge for non-commercial use, provided appropriate acknowledgement is given as follows: © United Nations, 2025, http://metadata.un.org/thesaurus/ Information downloaded on [DATE]'; other re-use: permissions@un.org	https://research.un.org/en/thesaurus/downloads	https://metadata.un.org/skosmos/thesaurus/en/	Continuously updated; newest file in this bucket 2023-11-17; current releases are deposited in UN Digital Library record 4075456	open	rdf	{}	unbist	full				20778677	no	claude (AI agent, session 2026-09-25)	HEAD 200 2026-09-25	non-commercial terms. Research: b-libraries-thesauri.tsv. The downloads page names UN Digital Library record 4075456 (csv, rdf, ttl) as the source of current files; that site answered an AWS WAF challenge (202, empty body) here, so this row uses the newest file in the public bucket https://unbis-thesaurus.s3.amazonaws.com/ (listing read; the bucket also serves the SDG taxonomy the page links), which holds unbist-YYYYMMDD.{rdf,ttl,csv,xlsx} up to 2023-11-17 - fetch newer ones from the Digital Library. EuroVoc-like model: domains (skos:ConceptScheme + eurovoc Domain), micro-thesauri with 6-digit codes (e.g. http://metadata.un.org/thesaurus/030101), concepts with skos:prefLabel/altLabel in ar, zh, en, fr, ru, es, skos:broader/narrower/related, skos:scopeNote, dct:identifier, owl:deprecated. The export is grouped by predicate (labels appear mid-file): parse the whole graph. Carries the UN disclaimer that terms imply no opinion on the status of any country or its boundaries. 'no' because of the non-commercial clause; the SDG taxonomy (sdg-20230317.ttl) is 'made available free of charge and may be copied freely' with citation.
